tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,TARGET
3.93929,7.15217,7.19718,5.31282,3.63258,1.98669,1.60303,1.19488,1.80575,1.28149,1.16925,1.07023,1.07609
1.27108,8.12469,10.04543,2.73561,2.82229,1.63630,1.81364,2.14494,1.00391,1.94137,1.75964,1.90361,1.12117
6.12267,2.75073,10.01625,6.61285,3.29642,1.92846,1.71647,1.47583,1.89762,1.08953,1.69028,1.34200,1.13165
9.01649,6.99246,4.83008,6.84790,2.45310,2.25522,1.50987,2.19898,1.69417,1.12048,1.26851,1.62150,1.12610
2.03946,1.96051,1.38016,2.25851,3.90299,1.22353,1.07255,2.21809,1.76492,1.81778,1.29633,1.78633,1.06255
3.07495,3.88352,8.46443,5.76676,3.47715,1.44739,1.88376,1.60886,1.68272,1.32834,1.11618,1.72024,1.09510
7.49438,7.94901,10.43930,2.55444,1.82619,2.42843,1.73835,2.42421,1.20872,1.43010,1.91285,1.29059,1.11997
9.33212,8.62388,7.28265,9.22835,2.69222,2.27413,1.87892,1.57190,1.11618,1.14804,1.65970,1.58220,1.12450
9.20586,1.31859,8.86348,2.31877,3.25306,1.18245,1.85150,2.13017,1.53733,1.76822,1.23103,1.84057,1.04081
6.27231,3.95707,8.42809,8.43542,2.87497,2.17310,1.41263,1.95648,1.59228,1.52136,1.32976,1.47296,1.12603
1.15622,10.34724,2.51432,10.19787,4.00457,1.57944,1.23010,1.60306,1.92692,1.26336,1.88570,1.45217,1.05150
6.63831,8.10180,10.21420,7.33604,4.12529,1.24415,1.74407,1.30366,1.56689,1.82201,1.74715,1.06026,1.15062
5.67291,10.43215,10.32950,5.80901,2.79268,1.01947,2.48262,2.12240,1.12807,1.92506,1.62922,1.21404,1.13632
2.08686,8.63544,9.60251,10.03284,3.61978,1.30882,1.38547,2.10310,1.75638,1.53664,1.09476,1.53561,1.08923
7.08494,2.50333,8.96923,8.46278,3.23784,2.04635,1.73698,1.39599,1.51901,1.87847,1.71227,1.89217,1.14399
5.42033,4.27137,4.04539,1.83892,2.97447,1.42032,2.24749,1.77488,1.47736,1.14877,1.42507,1.60719,1.05660
1.61493,8.47334,5.47325,1.44562,2.65510,2.47675,1.53408,1.75124,1.62693,1.43355,1.89417,1.63600,1.05807
4.63331,2.13987,7.38024,5.73342,3.02310,1.51380,2.32481,1.55546,1.12293,1.94356,1.81997,1.53719,1.10947
1.41761,2.77705,2.52338,4.97563,2.43670,1.46754,2.28438,2.22855,1.62384,1.13618,1.31994,1.48354,1.05372
9.45975,8.81455,2.08435,1.76019,3.50244,1.59761,1.61902,1.69810,1.30425,1.80867,1.83491,1.18720,1.07566
8.30746,1.65014,3.15745,8.22147,2.64352,2.49096,2.26555,1.01715,1.56645,1.39210,1.56294,1.17752,1.05991
4.29680,2.85919,8.72625,3.84052,4.29506,1.39634,1.46051,1.26527,1.30925,1.73758,1.80782,1.08565,1.08677
5.20995,1.33138,7.22798,3.65298,3.54784,1.62721,1.09988,2.14225,1.63446,1.35349,1.14272,1.91947,1.08808
9.11177,1.92886,8.48219,10.40571,4.15305,1.12655,1.50236,1.63521,1.03857,1.19544,1.12634,1.85265,1.09344
4.24871,4.11369,2.36809,2.93534,1.82783,2.39448,2.16262,2.03224,1.79250,1.59546,1.68815,1.26188,1.11873
7.53835,5.19188,7.78316,7.21136,3.57517,1.50818,1.60852,1.72530,1.76384,1.34511,1.72247,1.22135,1.14697
6.53190,1.35307,4.70154,2.02137,3.61942,1.69547,1.38722,1.71506,1.44422,1.41160,1.70753,1.65201,1.06478
7.06830,3.60511,8.90856,2.05018,2.78731,1.54723,1.85217,2.23046,1.92951,1.70550,1.25723,1.78854,1.10573
3.69317,7.24631,4.63154,7.63194,3.19345,1.49029,1.59690,2.13653,1.54442,1.29449,1.89101,1.27255,1.11942
1.66370,7.38057,2.48434,3.26496,4.01537,1.09540,1.85909,1.44732,1.92877,1.18469,1.54284,1.84508,1.06637
2.08901,6.53884,5.00132,7.40902,5.01390,1.05090,1.10317,1.24920,1.87251,1.41764,1.03214,1.15668,1.04256
9.73631,5.57059,9.49896,2.96438,3.20419,1.66071,1.55851,1.99376,1.50711,1.11194,1.12584,1.00052,1.07196
9.49459,1.70998,5.69427,10.33395,4.10336,1.14708,1.74527,1.42146,1.46741,1.70696,1.50852,1.57495,1.09520
5.64354,6.28184,7.01319,5.62618,4.30276,1.04250,1.61238,1.45953,1.04956,1.44515,1.81911,1.44865,1.13226
8.84868,1.61195,10.25156,5.90876,1.66252,2.38979,2.02289,2.34197,1.66100,1.41102,1.82905,1.73048,1.13328
4.96482,3.74578,2.15470,8.91623,3.55470,1.39420,1.33540,2.13286,1.68600,1.89511,1.44357,1.75450,1.11862
6.87747,6.37716,9.15995,8.03095,3.70964,2.11841,1.02825,1.56087,1.70266,1.51473,1.37707,1.26401,1.13813
1.30120,1.67221,8.11187,6.96326,1.66235,2.14180,2.17597,2.43705,1.79553,1.61879,1.08838,1.34558,1.03914
9.97566,9.74391,1.08190,8.51820,3.18185,2.30461,1.89835,1.03237,1.44280,1.93994,1.44581,1.73762,1.13378
9.01574,6.61176,3.51918,4.55590,2.95271,1.17211,2.03802,2.25433,1.26941,1.71785,1.31704,1.88668,1.13097
1.13814,6.36418,7.70102,3.08907,4.24555,1.06912,1.16244,1.94006,1.60125,1.87001,1.38711,1.56858,1.08938
8.68126,6.85216,8.90138,4.45143,2.39678,2.34548,1.43781,2.23710,1.15372,1.89096,1.29524,1.48246,1.12654
1.40351,6.62439,2.88564,2.82452,2.42861,1.95863,1.96265,2.06728,1.75608,1.52703,1.67860,1.21350,1.06248
2.76129,9.42376,1.71909,10.13434,3.00146,1.57674,1.61957,2.21940,1.19716,1.82971,1.04362,1.36674,1.10181
9.48814,1.56479,7.43401,3.69341,3.57097,2.17620,1.03637,1.63364,1.39996,1.82161,1.31486,1.84393,1.05701
4.43116,9.68075,6.56369,6.79167,4.78141,1.30481,1.11967,1.21129,1.78725,1.56173,1.16064,1.64744,1.13354
4.75306,8.37693,7.50580,4.36851,2.87541,1.24597,1.92433,2.37147,1.43352,1.62190,1.83557,1.18775,1.13962
9.64061,7.70274,9.79210,10.30567,4.65353,1.69606,1.04595,1.02163,1.78516,1.17722,1.19989,1.20261,1.12064
6.29252,5.05799,8.27932,2.96913,2.93726,2.43024,1.00135,2.04832,1.86334,1.90641,1.89925,1.01875,1.16450
8.42212,6.86998,2.53346,1.63050,3.32148,1.76093,1.78011,1.55465,1.41062,1.29117,1.86061,1.84631,1.05702
8.20463,7.56815,3.16106,8.37789,4.02030,1.81782,1.47976,1.09929,1.27991,1.92555,1.61203,1.26466,1.12625
3.29687,5.53781,8.47934,5.35055,2.94253,2.05747,1.84171,1.57546,1.57898,1.10782,1.34035,1.84095,1.10705
2.64824,1.68144,9.09089,7.37707,3.51987,1.99391,1.42052,1.48287,1.44745,1.43115,1.94368,1.43747,1.09772
8.46285,8.01120,3.44668,3.43370,3.31898,2.28506,1.73916,1.07398,1.77052,1.33273,1.36923,1.46280,1.10849
7.83302,8.09423,8.62820,9.21069,3.89343,1.82306,1.04574,1.65494,1.62928,1.40667,1.61858,1.26561,1.14506
9.32554,9.42008,9.79020,2.77009,3.54801,1.27564,2.43467,1.15884,1.36511,1.24653,1.25758,1.46025,1.08404
1.64964,6.25759,9.15231,3.94091,3.51686,2.27057,1.44379,1.18594,1.17008,1.93712,1.69168,1.06275,1.11564
9.82744,8.23048,4.02405,6.40399,3.16023,1.20710,2.04198,2.00785,1.82336,1.50125,1.13800,1.31199,1.12916
2.96156,8.98011,7.10715,8.04511,3.37740,1.15316,1.95382,1.93279,1.87464,1.46313,1.17335,1.28263,1.08750
2.95753,5.78413,5.10178,8.32538,2.41421,1.67856,1.97133,2.35308,1.75734,1.11078,1.61687,1.92500,1.12521
5.63474,7.09621,6.64855,2.33407,3.17786,2.07800,1.76439,1.39691,1.88698,1.32102,1.70944,1.92988,1.14303
3.49614,5.62809,4.99028,4.11370,2.18042,1.87688,2.33150,2.02837,1.20515,1.77325,1.57655,1.94665,1.15683
8.10494,7.04263,1.57951,7.23613,2.72150,2.41751,1.61170,1.66646,1.86323,1.39122,1.13474,1.82502,1.14539
5.72748,1.56600,9.45117,9.90590,2.05098,2.18213,2.38982,1.79425,1.72084,1.82803,1.67048,1.27459,1.09550
3.15171,3.35817,4.45739,4.18594,1.77509,2.03308,2.29105,2.31795,1.80645,1.79865,1.22016,1.77961,1.14852
6.83017,5.28728,3.68115,1.36151,3.16308,2.02917,1.03443,2.19049,1.05834,1.27683,1.88991,1.45774,1.04404
8.45439,3.99028,9.62661,4.82781,3.53561,2.40097,1.36173,1.11886,1.04037,1.10070,1.03254,1.64307,1.05309
6.35722,7.47327,4.97765,8.27024,3.47395,2.19388,1.71461,1.03473,1.54678,1.25991,1.07180,1.91051,1.13465
1.56389,6.48802,7.49822,8.93145,3.00560,2.08865,1.86425,1.45867,1.13476,1.17439,1.55169,1.06207,1.06173
5.56500,4.19556,7.99426,2.82859,3.96800,1.13373,1.14710,2.16834,1.15480,1.13297,1.34477,1.04082,1.03207
5.71315,2.98677,3.19605,4.70457,3.47710,1.96864,1.17421,1.79723,1.27874,1.51768,1.05175,1.68142,1.07700
7.44698,4.74829,1.59402,8.83555,3.29592,1.95491,1.70115,1.46519,1.86772,1.71130,1.83234,1.39531,1.11344
8.77627,7.23535,9.21741,8.76199,4.59671,1.65507,1.02498,1.14042,1.41769,1.65574,1.55402,1.44966,1.15004
8.55706,2.24131,1.31948,6.35306,3.04169,2.48712,1.12222,1.76614,1.43318,1.30953,1.44473,1.48555,1.05233
8.58737,9.77906,8.17224,7.47059,3.15366,2.22324,1.04435,1.99592,1.80805,1.27547,1.19399,1.19369,1.12444
2.39671,6.81367,4.43775,6.70000,3.79679,1.65381,1.57081,1.39577,1.44843,1.66826,1.93343,1.31688,1.13062
4.40278,2.13805,3.70985,2.80684,3.95808,1.14049,2.03179,1.28681,1.53260,1.69067,1.39180,1.09066,1.05305
8.04626,7.34755,8.57235,10.17983,2.15767,2.38469,1.81283,2.06198,1.54007,1.86984,1.67004,1.83723,1.17545
1.49103,10.39666,5.26350,1.64951,2.99626,2.22784,1.31222,1.88086,1.49201,1.21639,1.66772,1.15714,1.05795
2.05006,10.49307,10.02487,3.52438,3.12548,1.01109,2.18420,2.09640,1.89062,1.09223,1.28967,1.45329,1.03530
6.36125,1.17147,3.04629,3.65639,4.66781,1.13838,1.53529,1.07570,1.47581,1.61468,1.20264,1.72665,1.05023
6.37396,7.13592,10.04200,4.52950,2.65122,2.36629,1.41650,1.98316,1.40803,1.54788,1.07760,1.41407,1.10462
5.88647,4.85356,8.46389,9.86301,2.24731,1.72131,2.25391,2.19464,1.42287,1.87060,1.44827,1.61757,1.14283
7.26239,8.84420,4.94300,6.27221,3.80790,1.01379,1.41328,2.18220,1.39943,1.73570,1.22598,1.94016,1.15341
1.52012,1.00569,4.48119,4.57549,2.14313,1.46045,2.33260,2.48099,1.09969,1.79041,1.42822,1.67217,1.04482
4.99830,10.49046,5.62425,1.87611,3.47083,1.14989,2.16222,1.63423,1.34951,1.38237,1.64950,1.30525,1.07969
4.60800,3.29490,10.41128,5.84145,2.60489,2.29767,1.50360,2.01100,1.08552,1.12154,1.74892,1.45943,1.09711
5.55168,10.45787,5.39002,2.72204,3.28222,1.21557,1.61277,2.30662,1.04342,1.91322,1.30986,1.00159,1.09980
7.08865,5.78633,1.33110,5.29278,2.66397,1.81715,2.27688,1.65917,1.31516,1.38785,1.20616,1.72737,1.09704
8.85811,3.23740,5.93401,2.13492,3.68731,1.85787,1.16471,1.70729,1.16457,1.41539,1.10511,1.61922,1.03425
5.41508,8.90645,4.86753,1.61831,2.76245,1.68203,1.84809,2.12460,1.85425,1.62108,1.80644,1.78059,1.12626
2.54517,3.26596,5.85887,5.57560,4.28233,1.08258,2.03996,1.01231,1.82436,1.74680,1.08307,1.25858,1.07016
8.62833,8.10276,3.02875,3.31329,2.57362,2.22441,1.57016,2.04898,1.55561,1.74221,1.57686,1.20154,1.11361
9.87831,6.96608,4.82767,9.16504,1.63425,2.32520,2.18627,2.27144,1.01363,1.47217,1.77153,1.63991,1.12688
3.69543,5.62943,5.74585,2.07743,4.18513,1.89214,1.16909,1.17082,1.58613,1.67718,1.65344,1.78530,1.13309
10.42446,6.99714,2.69733,4.74252,3.83620,1.73357,1.44990,1.39751,1.20996,1.68390,1.16120,1.53678,1.09725
8.92955,5.86823,1.03327,1.60296,2.16525,2.48719,1.45496,2.30977,1.93518,1.93110,1.08932,1.79432,1.10266
1.56984,3.24567,6.54539,5.91618,4.24137,1.13192,1.62634,1.41754,1.76751,1.29086,1.47184,1.07014,1.05135
5.31303,9.51953,2.28487,3.09745,3.73735,1.51203,1.18027,1.98752,1.66635,1.69045,1.73035,1.17076,1.08581
8.08196,3.61013,10.37631,8.19787,4.40300,1.01247,1.83687,1.16483,1.17752,1.16510,1.34099,1.62100,1.10419
1.05708,2.82113,4.55642,1.44609,2.44165,2.01054,1.53729,2.42770,1.31173,1.47363,1.41818,1.44707,1.05008
2.73630,7.02315,3.05457,4.89300,3.47746,1.55160,2.14959,1.23853,1.06562,1.43154,1.82791,1.21004,1.06509
2.98955,1.96327,1.85925,1.83648,4.45782,1.14499,1.02881,1.78555,1.86028,1.80210,1.17209,1.52984,1.07128
7.63690,1.68481,1.11641,2.83061,3.30632,1.36264,1.38302,2.36519,1.43327,1.11478,1.79234,1.19970,1.03652
9.19826,9.43753,9.66449,1.95557,1.70131,2.39870,2.12558,2.19158,1.81310,1.69835,1.86604,1.71737,1.14402
7.53064,8.51107,1.34085,9.34178,3.35501,1.30818,1.26362,2.49036,1.46096,1.36141,1.49912,1.44073,1.09312
9.58620,8.64976,7.86329,1.24689,3.27975,1.14380,2.02502,1.96860,1.45873,1.79373,1.89943,1.32463,1.14071
3.18664,4.04227,9.44183,9.15442,3.70254,1.27074,1.27668,2.16721,1.23324,1.92643,1.29854,1.24271,1.07951
10.45885,9.78958,9.19713,10.33631,3.29993,1.91446,1.77087,1.43192,1.87912,1.53794,1.11464,1.80876,1.15764
3.43788,6.02998,7.60639,2.79388,3.51128,2.34889,1.52526,1.03174,1.81656,1.23446,1.75787,1.70623,1.11542
5.23984,7.32484,2.33159,5.22594,4.89348,1.43409,1.00331,1.08629,1.68141,1.94654,1.52386,1.02153,1.12087
6.99348,4.96071,7.47715,3.52830,3.02672,2.09066,2.05528,1.24451,1.72855,1.55427,1.40777,1.00419,1.12295
5.89298,9.00264,2.14952,6.47806,2.50957,1.63951,2.41540,1.85270,1.76777,1.52114,1.65098,1.68489,1.13272
6.10053,6.16215,2.73852,2.66312,3.69463,1.43833,1.63112,1.65309,1.53182,1.32541,1.63466,1.18119,1.07754
10.17006,5.20779,8.58527,8.15066,4.00974,1.11657,1.36302,1.92784,1.07747,1.46986,1.07997,1.82855,1.11240
4.37034,7.87102,3.07871,2.04020,2.90986,2.36402,1.74367,1.39962,1.76975,1.78000,1.51613,1.32956,1.10739
2.50149,8.92649,1.55502,7.60015,4.30039,1.77654,1.26571,1.07453,1.58428,1.49523,1.36977,1.57058,1.07516
6.48892,1.66480,6.56093,5.28808,3.71257,1.89429,1.52208,1.28823,1.40645,1.86607,1.31263,1.59268,1.08850
5.33711,9.75466,7.53262,4.32823,3.90301,1.78458,1.49844,1.23114,1.17614,1.84044,1.36330,1.02820,1.11270
7.25573,7.60751,6.53784,8.73562,1.39779,2.20027,2.35732,2.46179,1.61730,1.49531,1.68997,1.37029,1.15375
4.91521,4.44453,2.14789,1.16148,3.53709,1.03095,2.02669,1.82244,1.27199,1.24958,1.34075,1.71049,1.03450
4.77324,2.87117,6.67173,9.19468,3.75493,1.29204,1.59269,1.77751,1.61760,1.40432,1.56805,1.00921,1.09063
7.50639,4.55727,3.26011,10.30730,2.20321,1.88929,2.48981,1.83487,1.02402,1.12136,1.49609,1.63423,1.07038
3.57556,2.11206,7.68086,1.53824,3.12127,1.16309,1.68003,2.45278,1.48413,1.92258,1.67693,1.64104,1.04209
9.13693,4.27798,9.63213,5.01249,2.40238,2.04039,1.69023,2.28418,1.90865,1.24613,1.88561,1.16051,1.14410
1.32174,1.67703,5.94753,2.89189,2.54766,1.21611,2.28350,2.36990,1.56146,1.37238,1.36090,1.21359,1.03289
3.10235,3.32530,9.82873,8.28483,3.57926,2.23338,1.34953,1.25501,1.43926,1.18108,1.26859,1.20478,1.04364
6.84858,2.89430,4.14458,3.87350,4.42217,1.26442,1.68256,1.04802,1.76822,1.31101,1.72207,1.41260,1.12363
5.70875,9.06626,3.86341,6.01619,2.40576,1.58135,2.47488,1.95518,1.58993,1.15558,1.91773,1.14127,1.10557
8.94381,4.53818,1.52281,8.11777,3.38611,1.33227,1.62568,2.07311,1.68331,1.26282,1.03443,1.01989,1.07415
7.64499,1.09908,5.39624,2.59169,3.22692,2.13393,1.57661,1.47971,1.54560,1.40070,1.37821,1.50032,1.05273
5.15527,4.40191,8.25029,9.08027,3.74017,1.43612,1.13850,2.10238,1.01025,1.30744,1.87186,1.24125,1.10946
7.79702,8.77693,10.47848,6.54593,2.44130,2.49049,1.64972,1.83566,1.48007,1.87759,1.39712,1.80286,1.16338
6.66906,8.43381,10.49219,5.40367,2.79492,1.78560,2.21730,1.61935,1.39975,1.03543,1.82035,1.29322,1.11646
8.91697,5.75426,9.58224,2.56756,3.46394,1.22723,2.23252,1.49347,1.80903,1.45658,1.79571,1.39089,1.13877
3.02042,6.44082,6.11911,2.46734,2.72217,1.86867,2.44111,1.38522,1.45274,1.68602,1.65114,1.56158,1.12009
2.14753,4.63044,10.09500,8.31083,2.72627,2.26406,2.34769,1.07916,1.50472,1.89688,1.33015,1.40832,1.09206
5.67436,9.44508,4.08313,1.11825,2.44887,2.49073,2.18044,1.29713,1.90649,1.69925,1.73409,1.70531,1.10612
6.32648,1.07924,1.82280,4.46416,2.54661,2.47869,1.21684,2.17504,1.00834,1.26345,1.59600,1.54355,1.03120
4.69011,3.48385,2.41550,4.99113,4.61175,1.06000,1.24449,1.50094,1.13003,1.91165,1.16630,1.21774,1.05272
4.82431,2.36400,1.17081,6.73562,2.94033,2.05683,2.31578,1.10423,1.26419,1.85148,1.46996,1.61738,1.05162
9.52132,6.72172,6.26109,9.72735,2.96535,1.66109,1.84555,1.94517,1.13031,1.93920,1.32115,1.07334,1.11470
3.69873,7.49558,5.43055,2.23685,3.42892,1.74926,1.07695,2.16204,1.41068,1.29585,1.71701,1.37188,1.09060
4.61827,2.44951,5.57378,4.11238,3.43492,1.56887,1.43991,1.97347,1.78180,1.90278,1.34885,1.14037,1.10675
8.79125,9.87519,3.22639,2.45616,2.41205,2.31328,1.70130,1.99054,1.22483,1.46052,1.15009,1.76069,1.05476
9.50016,3.68118,3.41754,1.95015,3.46564,1.46867,1.83738,1.64548,1.67295,1.00886,1.73691,1.49623,1.06204
9.76683,2.73458,5.68896,6.85400,3.29891,2.42041,1.47224,1.22561,1.41645,1.47937,1.85128,1.23025,1.10772
6.11517,1.53576,2.02783,4.49254,2.47743,2.39705,1.19614,2.34655,1.13615,1.10384,1.81955,1.32041,1.03771
1.11702,4.40737,3.03989,3.31585,3.28756,1.12102,2.41499,1.59361,1.16633,1.27933,1.09317,1.70494,1.04148
9.72303,7.70509,2.98673,1.84590,2.60922,1.74738,2.22316,1.83742,1.77997,1.37711,1.87138,1.40213,1.08454
1.60539,9.97559,10.25862,2.25633,2.18776,2.36427,2.45426,1.41087,1.14520,1.72230,1.93304,1.57165,1.11279
10.39675,6.72695,6.15447,6.87112,1.39722,2.30667,2.31094,2.40234,1.66678,1.59594,1.39800,1.81173,1.15750
7.60139,9.72521,4.94504,6.81230,3.75427,1.85468,1.09833,1.70989,1.36948,1.11497,1.75666,1.20329,1.10209
7.42461,1.06989,10.24826,7.69403,4.14755,1.12295,1.37244,1.77424,1.67684,1.67758,1.21606,1.67247,1.09952
9.92201,5.09671,10.33820,1.58263,4.01110,1.33189,1.84821,1.22598,1.47435,1.23910,1.50690,1.54843,1.08299
7.04074,4.47806,4.74712,6.19019,1.78837,2.17036,2.26579,2.19265,1.49835,1.86310,1.88502,1.41599,1.16519
10.06566,8.89817,3.93604,1.63159,3.54944,1.09600,1.86517,1.90656,1.16820,1.52559,1.64056,1.42302,1.06498
3.35971,2.22546,6.73363,4.54787,1.68400,1.78809,2.47360,2.47149,1.05629,1.09007,1.65569,1.80690,1.09741
6.60359,5.20250,1.58430,1.51061,5.10057,1.02997,1.24639,1.04024,1.23498,1.23770,1.35095,1.63557,1.03468
5.72097,9.65742,5.65038,8.76074,3.27104,1.31946,1.93667,1.89000,1.08652,1.06412,1.83251,1.04320,1.07200
2.92194,9.15001,1.66789,7.10834,3.06443,1.98554,1.15296,2.21425,1.04457,1.39158,1.37470,1.30117,1.05213
10.03384,1.93018,3.30303,1.04510,2.91392,2.16871,1.21476,2.11978,1.75456,1.51744,1.43820,1.41902,1.04183
2.15069,4.34758,9.12949,1.56433,3.36123,1.23335,2.43560,1.38700,1.66996,1.50606,1.16220,1.07858,1.03332
2.82686,3.32711,9.47399,6.03926,3.42696,1.78933,2.02141,1.17947,1.72448,1.73944,1.86048,1.55914,1.11379
8.74899,3.02946,7.89481,6.80165,3.87819,1.89032,1.09875,1.54992,1.54956,1.75282,1.43280,1.21673,1.10834
10.31118,1.30633,6.79121,9.09851,2.12393,2.12697,2.16281,2.00346,1.26266,1.53874,1.70616,1.91679,1.11964
7.06638,4.80647,7.74182,2.54060,3.81348,1.94519,1.61670,1.04181,1.09601,1.06756,1.13456,1.71089,1.05273
2.12882,6.78827,8.63561,8.45852,3.43384,1.38942,1.76302,1.83089,1.08112,1.93697,1.35577,1.48217,1.13185
6.94715,2.44859,9.41126,7.97455,3.97774,2.10989,1.13519,1.19435,1.06140,1.90479,1.82846,1.00770,1.07485
5.16823,6.98771,4.88259,1.69458,3.25346,2.28036,1.70882,1.17454,1.33174,1.40178,1.85525,1.04640,1.10575
7.83484,2.43027,1.18390,8.46765,3.06948,2.10651,1.38196,1.85921,1.80376,1.60904,1.16406,1.34572,1.08625
9.78294,10.30539,5.43728,3.77172,3.03784,2.02401,2.05571,1.29961,1.87950,1.21259,1.05937,1.16142,1.10587
3.75670,5.30841,9.60506,2.47427,3.39100,1.25008,1.83490,1.94120,1.22825,1.40935,1.33032,1.09398,1.05675
4.71938,1.92733,9.26919,2.64320,1.47951,2.09927,2.44752,2.39087,1.24242,1.07701,1.36608,1.69215,1.06187
8.77041,2.35598,6.58693,1.09155,4.91182,1.17302,1.09689,1.23544,1.45598,1.21767,1.16888,1.70197,1.03801
6.83468,7.15937,4.08427,1.25042,3.20002,2.15430,1.30764,1.75521,1.10483,1.49827,1.19308,1.53941,1.05043
7.32547,2.47409,4.51835,8.97545,2.03708,1.81543,2.47700,2.08766,1.79000,1.32449,1.16833,1.63694,1.11832
2.85266,4.36992,8.87365,1.84327,4.81189,1.12946,1.26159,1.21424,1.09746,1.02946,1.32059,1.28479,1.03810
7.68600,5.66279,2.40180,1.89918,4.57988,1.42705,1.16757,1.24268,1.90308,1.73907,1.58372,1.37429,1.11433
5.52037,2.14357,6.90073,8.34095,3.78807,1.47334,1.73685,1.41891,1.30777,1.36327,1.52213,1.74822,1.11676
2.22847,2.54392,4.61214,6.64209,3.06837,2.14379,1.87043,1.33459,1.50523,1.93859,1.78025,1.15049,1.09290
8.08412,5.67833,7.56027,5.49312,2.66856,2.23964,1.05994,2.44903,1.06338,1.22550,1.44458,1.69108,1.10760
1.32583,8.74529,5.13613,6.13230,2.48101,2.48543,2.29716,1.15357,1.86045,1.93317,1.34014,1.82086,1.11561
3.47929,9.78181,9.81083,2.50496,3.55106,1.07727,2.11993,1.66891,1.83496,1.82966,1.63275,1.57914,1.11133
4.61874,1.16056,3.78396,1.36964,4.28233,1.21666,1.49585,1.42234,1.52874,1.86334,1.76009,1.59890,1.05420
1.71411,3.75396,10.43292,2.13873,2.88217,2.21823,2.27297,1.04380,1.38075,1.08395,1.85422,1.59774,1.05093
3.42769,4.70445,6.16580,9.11178,2.89771,1.46798,2.23832,1.81316,1.27706,1.88844,1.27729,1.22777,1.09680
4.62278,4.07882,6.44428,9.15374,4.32259,1.89702,1.06461,1.13295,1.51880,1.55506,1.76450,1.43229,1.13623
2.46057,7.96557,5.43510,10.25762,3.03389,1.37562,2.22490,1.78277,1.43910,1.81673,1.71664,1.08708,1.11513
5.35579,4.27882,2.54148,9.51610,4.02187,1.19023,2.06036,1.14471,1.23068,1.80356,1.10538,1.58658,1.09160
6.39899,2.56240,3.77338,9.26160,3.94226,1.87564,1.24330,1.35598,1.21151,1.51882,1.63092,1.11489,1.04962
1.75704,2.51622,9.48700,6.98954,2.66963,1.67565,2.23944,1.83245,1.45370,1.48948,1.87285,1.68534,1.10268
4.51006,3.35047,7.18606,4.32466,3.63941,1.48377,2.25944,1.03455,1.28948,1.76522,1.24991,1.91541,1.12516
3.26472,7.35541,4.15520,4.81419,3.12959,1.49656,1.79138,1.99964,1.41995,1.08836,1.38441,1.05427,1.03854
10.29011,6.11617,3.09949,5.16740,2.73793,1.93811,1.72057,2.02056,1.51647,1.15802,1.18778,1.91686,1.10148
8.16075,2.67495,4.77163,6.69311,4.20863,1.38372,1.66444,1.16038,1.35632,1.89565,1.90960,1.04552,1.10009
10.07477,10.45248,1.00679,7.67168,3.22277,1.62364,2.14824,1.42253,1.17661,1.51279,1.21497,1.52166,1.09658
5.71820,1.05603,7.66090,7.15803,3.85637,1.05552,1.05105,2.45423,1.33726,1.03299,1.55284,1.82467,1.12654
2.54891,9.36406,3.57297,2.55012,2.05697,1.80228,2.26596,2.29196,1.92641,1.47479,1.27911,1.70889,1.06146
7.52202,9.16551,10.01439,10.08174,2.99644,2.34171,1.57919,1.49984,1.28768,1.82858,1.24591,1.27485,1.13222
3.73014,2.19946,2.55001,3.43342,2.02010,1.66973,2.26380,2.46353,1.62476,1.45502,1.10892,1.26618,1.04100
2.79797,1.70533,1.28413,6.86155,3.18671,1.59334,2.31401,1.32312,1.28524,1.90220,1.64970,1.43436,1.04518
3.23165,5.02167,5.14617,10.16896,2.88524,1.99426,1.66103,1.87664,1.48204,1.53621,1.63001,1.28802,1.09950
8.93676,9.28695,3.06372,9.06141,4.14963,1.23835,1.69430,1.33489,1.78240,1.25790,1.13974,1.58722,1.13070
9.48037,3.05037,1.39261,1.64152,2.60855,1.84582,2.45530,1.50750,1.83255,1.81126,1.42342,1.92761,1.07251
1.97848,1.01613,3.18048,8.31418,4.01870,2.28894,1.07050,1.03903,1.38916,1.47125,1.00045,1.00760,1.03902
1.79995,8.59724,5.88710,9.52459,3.92180,1.52353,1.37663,1.59521,1.83977,1.42971,1.66890,1.63259,1.10566
9.49404,1.82504,4.79840,1.55953,4.34924,1.47697,1.10710,1.48386,1.80914,1.93497,1.86611,1.35908,1.07121
10.06064,2.52869,6.01849,4.77079,3.57427,2.17521,1.33617,1.33153,1.44277,1.22559,1.42419,1.38322,1.08169
4.50074,6.79728,5.91016,7.49042,3.46029,1.42662,2.49330,1.03696,1.41723,1.64417,1.17044,1.10877,1.09795
5.62505,3.73632,7.52319,8.74678,3.43300,1.43552,1.51981,2.02884,1.79403,1.37839,1.13523,1.55408,1.12035
6.33566,3.68891,3.27666,1.26735,3.09979,1.53262,1.34236,2.44240,1.19295,1.00903,1.05394,1.32695,1.03892
7.87327,4.13494,1.44559,4.27877,2.74670,2.21690,2.04497,1.40861,1.43364,1.20633,1.00618,1.44090,1.05561
3.72159,7.40025,4.00890,8.52662,2.35576,1.80274,1.88928,2.36939,1.20687,1.13379,1.01979,1.42339,1.05281
